Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
3996,0.5,0.939,4,-5.794,0,0.0377,0.00042,0.943,0.187,0.343,140.0,audio_features,260464,4,Dark Trap,I Videre,, I Videre
4933,0.8340000000000001,0.439,7,-12.639,0,0.51,0.535,5.83e-06,0.192,0.7140000000000001,133.984,audio_features,172000,4,Underground Rap,Mix It,, Mix It
13314,0.7829999999999999,0.467,6,-9.474,1,0.0503,0.7290000000000001,0.809,0.109,0.236,181.676,audio_features,237793,4,Emo,Sunset Lover,, Sunset Lover
27865,0.461,0.991,0,-7.066,1,0.0475,0.0031,0.895,0.975,0.188,139.989,audio_features,206423,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
20289,0.619,0.586,11,-10.589,0,0.6859999999999999,0.6409999999999999,0.0,0.135,0.775,181.194,audio_features,565147,4,Hiphop,Stretch and Bobbito Show '95,, Stretch and Bobbito Show '95
2146,0.785,0.878,8,-5.062,1,0.182,0.171,0.0,0.203,0.483,124.012,audio_features,95806,4,Dark Trap,Hate Government,, Hate Government
32035,0.637,0.913,11,-6.402,1,0.047,0.000366,0.7559999999999999,0.126,0.1169999999999999,143.983,audio_features,520000,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
33655,0.375,0.98,4,-2.047,1,0.53,0.0113,0.0316,0.4589999999999999,0.0392,149.921,audio_features,169600,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
3330,0.141,0.121,0,-15.594,1,0.04,0.6970000000000001,0.919,0.112,0.04,141.658,audio_features,147692,3,Dark Trap,Signal Loss And The Abaissement Of Cohesion,, Signal Loss And The Abaissement Of Cohesion
2495,0.654,0.49,0,-11.802,0,0.0445,0.0555,0.723,0.12,0.277,219.954,audio_features,228571,4,Dark Trap,I Could Not Lie,, I Could Not Lie
19116,0.453,0.436,11,-8.958,0,0.0742,0.738,0.00137,0.0745,0.0761,149.976,audio_features,247227,4,Hiphop,High For This,, High For This
10101,0.851,0.479,0,-9.206,1,0.162,0.0285,0.0,0.113,0.324,196.024,audio_features,127803,4,Underground Rap,Cross Cuttin,, Cross Cuttin
28159,0.4270000000000001,0.935,9,-6.355,0,0.0756,0.000714,0.0263,0.3339999999999999,0.243,136.017,audio_features,232941,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
20978,0.721,0.723,4,-4.428999999999999,0,0.239,0.0101,0.00108,0.4,0.542,189.488,audio_features,221427,4,Hiphop,I'm Not a Player,, I'm Not a Player
31395,0.812,0.8440000000000001,2,-6.109,1,0.151,0.00288,0.473,0.133,0.862,138.035,audio_features,383212,4,psytrance,,Best Psytrance 2020,Best Psytrance 2020 
17156,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.8029999999999999,192.102,audio_features,164640,4,RnB,Magic In The Hamptons (feat. Lil Yachty),, Magic In The Hamptons (feat. Lil Yachty)
1943,0.7340000000000001,0.632,4,-4.6930000000000005,0,0.0321,0.0224,0.000547,0.115,0.191,140.056,audio_features,240240,4,Dark Trap,Belgium,, Belgium
12026,0.677,0.961,10,0.8029999999999999,0,0.294,0.629,0.0,0.278,0.52,149.125,audio_features,168500,4,Trap Metal,ISIS TYPE BEAT,, ISIS TYPE BEAT
37234,0.772,0.962,1,-0.5379999999999999,1,0.4589999999999999,0.128,0.318,0.5589999999999999,0.4579999999999999,174.946,audio_features,268800,4,dnb,,Fingah Pistols!,Fingah Pistols! 
17687,0.24,0.116,0,-13.216,1,0.0329,0.877,0.00092,0.1,0.0937,154.69799999999995,audio_features,188324,3,RnB,Moon River,, Moon River
4032,0.642,0.523,1,-10.698,1,0.0744,0.0362,0.888,0.123,0.435,160.012,audio_features,126328,4,Dark Trap,Break,, Break
31041,0.643,0.93,6,-5.278,0,0.0403,0.00303,0.713,0.0563,0.214,139.991,audio_features,464571,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
9077,0.7040000000000001,0.688,5,-4.942,1,0.0611,0.4370000000000001,0.0,0.121,0.632,198.156,audio_features,135758,4,Underground Rap,Be Yours,, Be Yours
18390,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,196.024,audio_features,235533,4,Hiphop,How We Do,, How We Do
38389,0.423,0.982,5,-5.287999999999999,0,0.0722,0.000117,0.585,0.256,0.425,172.007,audio_features,364173,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
18368,0.8029999999999999,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.7390000000000001,199.98,audio_features,192213,4,Hiphop,Me & U,, Me & U
26011,0.6609999999999999,0.813,1,-12.849,1,0.0397,0.0007769999999999,0.895,0.1119999999999999,0.0585,129.986,audio_features,344354,4,techno,,|DARK|HARD|TECHNO,|DARK|HARD|TECHNO 
19101,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,audio_features,194613,4,Hiphop,Exchange,, Exchange
38092,0.639,0.967,9,0.478,1,0.306,0.0183,0.000275,0.3379999999999999,0.429,173.778,audio_features,240330,4,dnb,,Fingah Pistols!,Fingah Pistols! 
9642,0.688,0.489,2,-7.627000000000002,0,0.173,0.619,0.0,0.153,0.5589999999999999,170.808,audio_features,210120,5,Underground Rap,Brothers (feat. Lil Durk) - Remix,, Brothers (feat. Lil Durk) - Remix
2787,0.478,0.8540000000000001,3,-7.398,0,0.0844,0.0163,0.828,0.105,0.0575,135.04399999999998,audio_features,184912,4,Dark Trap,Free Fall,, Free Fall
18821,0.767,0.7759999999999999,2,-8.915,1,0.144,0.0143,0.0,0.326,0.608,111.686,audio_features,301893,4,Hiphop,It Takes Two,, It Takes Two
23539,0.68,0.965,8,-6.117999999999999,0,0.0587,0.0312,0.962,0.0711,0.291,125.991,audio_features,226667,4,techhouse,,Tech House Pizza,Tech House Pizza 
25290,0.664,0.657,7,-9.929,1,0.0547,0.0287,0.86,0.104,0.0374,124.983,audio_features,430080,4,techno,,Dark Techno,Dark Techno 
36598,0.352,0.988,3,-4.138,0,0.068,0.000295,0.00494,0.165,0.685,175.023,audio_features,324000,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
32567,0.711,0.947,7,-4.4030000000000005,1,0.0705,6.6e-05,0.831,0.5489999999999999,0.8390000000000001,148.009,audio_features,483222,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
7170,0.815,0.5670000000000001,10,-4.6530000000000005,0,0.135,0.156,0.0,0.0884,0.732,190.068,audio_features,151641,4,Underground Rap,Need Me,, Need Me
1176,0.745,0.564,8,-7.971,0,0.0481,0.339,0.000265,0.194,0.443,140.03,audio_features,235714,4,Dark Trap,For the Show,, For the Show
9712,0.7609999999999999,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,audio_features,174730,4,Underground Rap,Blastoff (feat. Juice Wrld & Trippie Redd),, Blastoff (feat. Juice Wrld & Trippie Redd)
1446,0.7859999999999999,0.708,11,-4.209,1,0.326,0.0192,0.00394,0.498,0.373,145.941,audio_features,120930,4,Dark Trap,Jesus Wept,, Jesus Wept
8524,0.8079999999999999,0.616,2,-6.355,1,0.131,0.0449,1.23e-06,0.0754,0.233,135.05100000000002,audio_features,152881,4,Underground Rap,Boom,, Boom
29180,0.445,0.983,6,-6.021,0,0.0592,0.000179,0.938,0.657,0.0633,138.02100000000002,audio_features,389565,4,trance,,Best of Trance,Best of Trance 
8648,0.861,0.64,8,-6.895,1,0.129,0.0645,0.0,0.166,0.371,195.996,audio_features,163707,4,Underground Rap,"Moving Work (feat. Fenix Flexin, Rob Vicious & OhGeesy)",," Moving Work (feat. Fenix Flexin, Rob Vicious & OhGeesy)"
17497,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,159.05200000000005,audio_features,235213,4,RnB,Hey Ya! - Radio Mix,, Hey Ya! - Radio Mix
10095,0.929,0.631,1,-5.989,1,0.104,0.152,0.0,0.109,0.892,120.001,audio_features,144009,4,Underground Rap,12 A.M.,, 12 A.M.
20268,0.8009999999999999,0.569,8,-8.12,1,0.215,0.0897,1.03e-05,0.101,0.489,135.04,audio_features,161787,4,Hiphop,Blessings,, Blessings
33398,0.354,0.935,4,-3.653,0,0.176,0.0028899999999999,0.000496,0.496,0.516,149.92600000000004,audio_features,227200,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
40104,0.446,0.918,0,-2.759,0,0.0423,0.0229,0.0,0.18,0.0972,155.094,audio_features,230329,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
13737,0.395,0.918,1,-4.0760000000000005,1,0.0525,0.00319,0.0,0.201,0.283,160.016,audio_features,208438,4,Emo,Secret Valentine,, Secret Valentine
9638,0.675,0.7959999999999999,1,-4.737,1,0.106,0.0477,0.0,0.477,0.54,162.043,audio_features,143098,4,Underground Rap,PROSTHETIC LEGS,, PROSTHETIC LEGS
38544,0.589,0.7340000000000001,7,-7.113,1,0.0584,0.129,0.711,0.123,0.242,173.982,audio_features,297931,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
9448,0.617,0.7070000000000001,2,-7.225,1,0.067,0.00674,2.8e-06,0.327,0.341,149.067,audio_features,127248,4,Underground Rap,Cold Wave,, Cold Wave
9818,0.906,0.482,5,-10.449000000000002,0,0.0448,0.0762,0.000317,0.0689,0.226,114.044,audio_features,141009,4,Underground Rap,No One Is Safe,, No One Is Safe
22520,0.836,0.993,5,-4.388,0,0.0704,0.000755,0.825,0.0561,0.3979999999999999,125.024,audio_features,222720,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
31545,0.66,0.6509999999999999,10,-8.055,0,0.0477,9.19e-05,0.856,0.134,0.0613,137.971,audio_features,398629,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
22251,0.7829999999999999,0.957,2,-4.056,1,0.0694,0.00196,0.932,0.3829999999999999,0.752,124.954,audio_features,217084,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
30574,0.662,0.8490000000000001,11,-9.041,0,0.0571,0.0282,0.795,0.357,0.193,138.015,audio_features,375652,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
25236,0.706,0.909,7,-6.181,1,0.0821,3.65e-05,0.915,0.129,0.251,125.003,audio_features,400000,4,techno,,Dark Techno,Dark Techno 
688,0.7929999999999999,0.441,2,-10.297,0,0.579,0.867,0.0,0.111,0.753,149.49200000000005,audio_features,89652,4,Dark Trap,Dead and Cold,, Dead and Cold
16632,0.82,0.413,8,-8.164,1,0.0658,0.654,8.379999999999999e-05,0.144,0.575,115.544,audio_features,216147,4,RnB,Concentrate,, Concentrate
34215,0.556,0.937,8,-1.825,0,0.392,0.0426,0.293,0.521,0.523,139.38,audio_features,192000,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
21608,0.807,0.981,11,-7.936,1,0.0494,0.000175,0.921,0.0502,0.765,124.997,audio_features,372480,4,techhouse,,Tech House Pizza,Tech House Pizza 
27193,0.639,0.951,9,-4.635,0,0.0524,0.000156,0.845,0.031,0.1119999999999999,133.971,audio_features,419442,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
28667,0.5329999999999999,0.879,10,-5.631,1,0.0397,0.000798,0.954,0.0854,0.124,137.976,audio_features,214311,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
28304,0.574,0.772,1,-6.189,1,0.132,0.0579,0.000772,0.244,0.142,128.011,audio_features,225900,4,trance,,Progressive Trance,Progressive Trance 
11854,0.66,0.8740000000000001,8,-5.372999999999998,1,0.18,0.0694,0.000422,0.16,0.209,177.90099999999995,audio_features,141573,5,Trap Metal,DON'T CARE,, DON'T CARE
3877,0.633,0.762,8,-8.741,1,0.0517,0.19,0.8079999999999999,0.231,0.0848,135.003,audio_features,227556,4,Dark Trap,Baby.,, Baby.
30058,0.311,0.983,7,-5.624,1,0.0684,0.00531,0.48,0.158,0.0767,139.986,audio_features,420009,4,trance,,UPLIFTING TRANCE 2020,UPLIFTING TRANCE 2020 
40933,0.536,0.983,1,-5.943,1,0.0804,0.0244,0.196,0.0879,0.1369999999999999,149.99200000000005,audio_features,279195,4,hardstyle,,Euphoric Hardstyle - 2020,Euphoric Hardstyle - 2020 
16152,0.424,0.624,1,-5.849,1,0.229,0.0525,0.0,0.108,0.425,170.896,audio_features,236480,4,RnB,Gimme That Remix featuring Lil' Wayne,, Gimme That Remix featuring Lil' Wayne
30367,0.7,0.903,0,-5.774,1,0.103,0.009,0.831,0.0878,0.156,138.015,audio_features,443478,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
834,0.7,0.507,4,-12.383,0,0.065,0.0829,0.594,0.262,0.243,156.031,audio_features,239903,4,Dark Trap,Miss Me,, Miss Me
29994,0.5479999999999999,0.999,7,-4.855,1,0.171,0.000433,0.5589999999999999,0.401,0.457,137.917,audio_features,381739,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
31585,0.667,0.95,0,-6.6960000000000015,1,0.0572,0.000963,0.877,0.107,0.21,140.013,audio_features,481808,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
11386,0.6970000000000001,0.8440000000000001,8,-5.008,1,0.29,0.384,2.04e-05,0.0557,0.263,146.056,audio_features,141971,4,Trap Metal,Phantom Menace,, Phantom Menace
37069,0.701,0.797,1,-5.239,0,0.0723,0.000495,0.85,0.0874,0.0679,174.018,audio_features,345703,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
5114,0.76,0.787,9,-4.837,1,0.187,0.121,3.48e-06,0.259,0.219,127.969,audio_features,127500,4,Underground Rap,Cookies,, Cookies
21481,0.586,0.938,3,-8.357999999999999,0,0.294,0.000529,0.87,0.552,0.418,127.947,audio_features,215625,4,techhouse,,Tech House Rotation 2020,Tech House Rotation 2020 
3516,0.574,0.556,11,-9.067,1,0.0461,0.000351,0.8690000000000001,0.112,0.0821,120.058,audio_features,267000,4,Dark Trap,Ectoplasm,, Ectoplasm
6662,0.899,0.652,4,-10.576,0,0.513,0.0486,0.0,0.316,0.767,130.056,audio_features,236308,4,Underground Rap,Energy,, Energy
9142,0.79,0.5770000000000001,2,-8.152000000000001,0,0.295,0.363,0.0,0.25,0.535,190.088,audio_features,210354,4,Underground Rap,Big Banc Uchies (feat. Shy Glizzy) - Remix,, Big Banc Uchies (feat. Shy Glizzy) - Remix
38255,0.574,0.8190000000000001,6,-5.891,1,0.0647,0.00486,0.887,0.165,0.0577,174.016,audio_features,246833,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
5534,0.823,0.848,8,-5.117,1,0.114,0.0143,1.64e-05,0.153,0.8540000000000001,176.05200000000005,audio_features,104328,4,Underground Rap,Big Bucks,, Big Bucks
9066,0.5429999999999999,0.972,7,-0.8590000000000001,1,0.466,0.265,0.0,0.4320000000000001,0.7040000000000001,186.18400000000003,audio_features,216782,4,Underground Rap,Who Got Gunz,, Who Got Gunz
36335,0.446,0.95,1,-3.042,1,0.0586,0.0108,0.0223,0.285,0.125,174.00599999999997,audio_features,192281,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
12542,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,audio_features,267653,3,Emo,The Only Exception,, The Only Exception
17781,0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,172.636,audio_features,269680,4,RnB,Not You Too (feat. Chris Brown),, Not You Too (feat. Chris Brown)
6386,0.8190000000000001,0.82,0,-5.0,1,0.171,0.104,0.033,0.179,0.622,164.00599999999997,audio_features,178559,4,Underground Rap,Bed,, Bed
25606,0.595,0.8320000000000001,3,-8.568,0,0.0318,0.0265,0.908,0.111,0.113,129.995,audio_features,508547,4,techno,,Techno,Techno 
15844,0.759,0.71,11,-4.7360000000000015,0,0.1689999999999999,0.147,0.0,0.333,0.7290000000000001,151.091,audio_features,206053,5,RnB,Just Like Me (feat. T.I.),, Just Like Me (feat. T.I.)
33215,0.324,0.888,5,-4.62,1,0.171,6.890000000000001e-05,0.715,0.357,0.109,150.96200000000005,audio_features,172992,4,trap,,Lost Lands 2019,Lost Lands 2019 
14589,0.825,0.405,11,-15.297,0,0.0898,0.0664,2.67e-05,0.102,0.682,140.049,audio_features,144103,4,Rap,Where Were You,, Where Were You
8337,0.904,0.7829999999999999,0,-4.475,1,0.145,0.079,0.0,0.149,0.176,114.952,audio_features,223053,4,Underground Rap,Multiply (feat. Juicy J),, Multiply (feat. Juicy J)
39133,0.522,0.952,9,-6.648,0,0.12,0.0519,0.0993,0.379,0.1969999999999999,149.972,audio_features,156808,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
31798,0.698,0.905,8,-5.79,0,0.148,0.00018,0.807,0.105,0.221,141.997,audio_features,452957,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
1629,0.741,0.626,7,-7.197,0,0.299,0.345,0.0,0.238,0.698,135.964,audio_features,155402,4,Dark Trap,Upset,, Upset
3686,0.405,0.607,0,-7.5379999999999985,1,0.0364,0.374,0.14,0.289,0.0395,176.092,audio_features,160909,4,Dark Trap,Grey,, Grey
14793,0.785,0.687,7,-9.241,0,0.168,0.0771,0.0,0.119,0.63,141.003,audio_features,327920,4,Rap,Big Slimes (feat. Gunna & Lil Duke),, Big Slimes (feat. Gunna & Lil Duke)
32127,0.62,0.991,7,-5.608,1,0.0752,0.0012699999999999,0.775,0.151,0.8029999999999999,141.99200000000005,audio_features,441127,4,psytrance,,Psy Trance Full-on Morning,Psy Trance Full-on Morning 
15494,0.7,0.825,1,-5.234,1,0.0848,0.183,0.7979999999999999,0.107,0.115,130.019,audio_features,247731,4,Rap,Beneath,, Beneath
17377,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.5489999999999999,120.002,audio_features,272080,4,RnB,Don't Cha,, Don't Cha
28444,0.627,0.925,5,-4.339,0,0.2189999999999999,0.000234,0.0468,0.0712,0.186,128.02100000000002,audio_features,211875,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
6996,0.741,0.441,1,-8.702,1,0.309,0.0376,0.0,0.119,0.142,159.988,audio_features,169561,4,Underground Rap,Shred,, Shred
23834,0.799,0.968,5,-4.7410000000000005,0,0.17,0.0473,0.00129,0.5770000000000001,0.434,125.002,audio_features,199680,4,techhouse,,Tech House Music 2020,Tech House Music 2020 
11746,0.4970000000000001,0.889,1,-3.489,1,0.181,0.291,0.0,0.66,0.231,186.478,audio_features,139406,3,Trap Metal,BLEED // WEEP,, BLEED // WEEP
9120,0.5670000000000001,0.6779999999999999,7,-8.442,1,0.209,0.0192,1.61e-06,0.113,0.777,181.724,audio_features,288560,4,Underground Rap,Bitches Ain't Shit,, Bitches Ain't Shit
30152,0.4639999999999999,0.924,1,-12.367,0,0.057,0.000343,0.772,0.586,0.06,140.016,audio_features,253714,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
13840,0.665,0.773,6,-4.455,0,0.283,0.6509999999999999,4.17e-05,0.196,0.8290000000000001,198.314,audio_features,160354,4,Emo,Uno,, Uno
25358,0.716,0.46,11,-13.857,1,0.0451,0.191,0.887,0.109,0.0425,123.989,audio_features,435165,4,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
22370,0.836,0.474,6,-9.382,1,0.069,0.000619,0.8959999999999999,0.0482,0.451,128.005,audio_features,392084,4,techhouse,,blanc | Tech House,blanc | Tech House 
17397,0.643,0.6629999999999999,0,-8.237,1,0.265,0.351,0.0,0.127,0.181,180.158,audio_features,303531,4,RnB,Lighters,, Lighters
3135,0.631,0.4920000000000001,9,-10.578,1,0.0373,0.564,0.899,0.0871,0.0386,130.012,audio_features,217692,3,Dark Trap,Esprit Coupe,, Esprit Coupe
36134,0.228,0.85,6,-3.767,1,0.0533,0.000582,0.111,0.3670000000000001,0.185,173.959,audio_features,388840,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
37856,0.501,0.823,7,-5.336,0,0.0536,0.0461,0.0019399999999999,0.0559,0.039,171.94299999999996,audio_features,284651,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
35615,0.529,0.8959999999999999,1,-2.242,1,0.465,0.00114,0.241,0.0519,0.216,139.881,audio_features,226299,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
20478,0.551,0.773,11,-6.577999999999999,0,0.101,0.0673,3.39e-05,0.0511,0.649,180.00599999999997,audio_features,159293,4,Hiphop,Why Don't We Fall in Love,, Why Don't We Fall in Love
41735,0.498,0.805,5,-3.529,0,0.0443,0.0018399999999999,0.239,0.104,0.1169999999999999,149.975,audio_features,272000,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
32594,0.629,0.888,4,-8.758,0,0.0656,0.00128,0.828,0.1669999999999999,0.115,144.983,audio_features,468671,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
2140,0.846,0.564,1,-7.436,1,0.0983,0.0896,0.00836,0.219,0.237,126.047,audio_features,138161,4,Dark Trap,Hard To Tell,, Hard To Tell
16312,0.6679999999999999,0.362,1,-11.11,0,0.08,0.143,0.0,0.247,0.291,113.938,audio_features,227053,4,RnB,Love Drunk,, Love Drunk
32424,0.626,0.87,11,-6.96,0,0.0654,0.000808,0.485,0.711,0.226,139.975,audio_features,401143,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
3362,0.688,0.883,10,-5.2810000000000015,0,0.0341,0.000757,0.9,0.0706,0.8190000000000001,219.986,audio_features,390545,4,Dark Trap,Dance at Midnight,, Dance at Midnight
12596,0.388,0.8,9,-6.33,1,0.0783,0.0211,0.0,0.212,0.357,194.74400000000003,audio_features,216027,3,Emo,Anthem of Our Dying Day,, Anthem of Our Dying Day
12560,0.581,0.857,5,-2.21,0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,audio_features,208973,4,Emo,4ever,, 4ever
33845,0.379,0.928,8,-4.082,1,0.218,0.000293,0.244,0.179,0.499,150.49200000000005,audio_features,192000,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
22200,0.583,0.934,7,-6.599,0,0.037,0.0145,0.882,0.292,0.1009999999999999,129.993,audio_features,200308,4,techhouse,,Tech house,Tech house 
16108,0.392,0.8390000000000001,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.00099999999995,audio_features,238693,4,RnB,Coming Home,, Coming Home
23282,0.532,0.918,0,-7.56,1,0.102,0.0464,0.611,0.125,0.21,130.007,audio_features,264800,4,techhouse,,Tech house,Tech house 
18516,0.503,0.6609999999999999,4,-5.665,0,0.422,0.672,0.0,0.109,0.283,152.826,audio_features,198635,1,Hiphop,Her Ballad,, Her Ballad
25861,0.816,0.422,6,-16.413,0,0.2289999999999999,0.198,0.7040000000000001,0.111,0.0389,125.981,audio_features,365925,4,techno,,Dark Techno Rave,Dark Techno Rave 
3302,0.736,0.944,10,-6.603,0,0.0719,0.0175,0.816,0.103,0.271,137.003,audio_features,218978,4,Dark Trap,Ambush,, Ambush
22829,0.6970000000000001,0.923,0,-5.488,1,0.13,5.539999999999999e-05,7.25e-05,0.0497,0.69,124.99,audio_features,180480,4,techhouse,,Tech House Rotation 2020,Tech House Rotation 2020 
4757,0.908,0.635,1,-7.9220000000000015,1,0.308,0.0901,0.632,0.238,0.434,145.08,audio_features,129567,4,Underground Rap,Ditty,, Ditty
39792,0.4029999999999999,0.892,0,-5.346,0,0.0794,0.0434,5.379999999999999e-05,0.262,0.109,149.864,audio_features,172200,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
30214,0.648,0.802,7,-9.552,1,0.035,0.0018899999999999,0.691,0.124,0.313,136.006,audio_features,430544,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
18664,0.7040000000000001,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,184.18,audio_features,209973,4,Hiphop,Shadowboxin',, Shadowboxin'
15868,0.861,0.519,2,-6.404,1,0.112,0.136,0.0,0.123,0.519,163.93200000000004,audio_features,254533,4,RnB,So Fly,, So Fly
32582,0.731,0.8270000000000001,0,-8.475,1,0.0444,0.000384,0.815,0.118,0.0388,140.02100000000002,audio_features,546293,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
28030,0.475,0.939,5,-8.352,0,0.0579,0.000182,0.727,0.278,0.132,137.983,audio_features,340870,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
37182,0.584,0.993,5,1.634,0,0.0527,0.456,0.688,0.129,0.36,175.082,audio_features,289371,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
13342,0.588,0.471,0,-7.287000000000001,1,0.0577,0.5920000000000001,0.00146,0.0733,0.209,152.881,audio_features,242081,4,Emo,Make Me (Cry),, Make Me (Cry)
22220,0.8420000000000001,0.684,0,-7.75,1,0.0562,0.000942,0.0248,0.111,0.562,124.984,audio_features,199680,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
24005,0.8959999999999999,0.765,3,-7.335,0,0.0419,0.153,0.635,0.114,0.657,120.003,audio_features,326809,4,techhouse,,Tech house,Tech house 
40863,0.302,0.865,0,-3.216,1,0.0348,0.0199,7.25e-06,0.3279999999999999,0.152,150.082,audio_features,244133,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
3509,0.528,0.586,8,-8.831,0,0.0472,0.408,9.06e-05,0.302,0.317,129.959,audio_features,201923,4,Dark Trap,Desire,, Desire
27761,0.524,0.987,11,-5.932,0,0.121,0.000286,0.916,0.303,0.2339999999999999,137.986,audio_features,232000,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
35484,0.573,0.988,6,-2.537,0,0.0833,0.0141,0.0692,0.3429999999999999,0.187,150.02200000000005,audio_features,208017,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
4300,0.528,0.88,1,-6.559,0,0.0401,0.000562,0.634,0.39,0.0734,130.971,audio_features,260167,4,Dark Trap,eNight Revisited,, eNight Revisited
3644,0.733,0.627,7,-8.252,0,0.0309,0.5660000000000001,0.6509999999999999,0.113,0.635,200.084,audio_features,148762,4,Dark Trap,Yearn,, Yearn
11892,0.723,0.672,8,-5.072,1,0.0489,0.0165,0.0151,0.48,0.249,159.994,audio_features,151065,3,Trap Metal,Killdozer,, Killdozer
23185,0.805,0.8959999999999999,1,-10.873,0,0.0632,0.00149,0.799,0.0752,0.846,125.0,audio_features,386500,4,techhouse,,blanc | Tech House,blanc | Tech House 
26472,0.659,0.926,8,-6.561,1,0.0531,2.1e-05,0.8740000000000001,0.18,0.0318,134.988,audio_features,400153,4,techno,,techno. only. (08/02),techno. only. (08/02) 
36697,0.528,0.8959999999999999,0,-4.523,0,0.0367,0.00947,0.115,0.3379999999999999,0.111,173.916,audio_features,311937,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
38881,0.629,0.904,10,-3.004,0,0.104,0.0024,0.893,0.322,0.414,173.998,audio_features,253893,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
